EPISODE,TITLE,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CLIFF,CLOUDS,DOCK,FARM,FENCE,FIRE,FLOWERS,FOG,GRASS,HILLS,LAKE,LIGHTHOUSE,MILL,MOON,MOUNTAIN,NIGHT,OCEAN,PATH,PERSON,PORTRAIT,RIVER,ROCKS,SNOW,STRUCTURE,SUN,TREE,WATERFALL,WAVES,WINDMILL,Image
S27E06,"""DAISIES AT DAWN""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/422899.jpg"""
S27E07,"""SPECTACULAR VIEW""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/422900.jpg"""
S27E08,"""DAYBREAK""",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/422901.jpg"""
S27E09,"""ISLAND PARADISE""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/422902.jpg"""
S27E10,"""SUNLIGHT IN THE SHADOWS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/422903.jpg"""
S27E11,"""SPLENDOR OF A SNOWY WHITE""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/422904.jpg"""
S27E12,"""FOREST RIVER""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/422905.jpg"""
S27E13,"""GOLDEN GLOW OF MORNING""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/422906.jpg"""
S28E01,"""FISHERMAN'S TRAIL""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/422907.jpg"""
S28E02,"""TO A WARM WINTER""",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"https://1209k.com/bobross/images/422908.jpg"""
S28E03,"""UNDER PASTEL SKIES""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/445115.jpg"""
S28E04,"""GOLDEN RAYS OF SUNLIGHT""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/445116.jpg"""
S28E05,"""MAGIC OF FALL""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/445117.jpg"""
S28E06,"""GLACIER LAKE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/445118.jpg"""
S28E07,"""THE OLD WEATHERED BARN""",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/445119.jpg"""
S28E08,"""DEEP FOREST FALLS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/445120.jpg"""
S28E09,"""WINTER'S GRACE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/445121.jpg"""
S28E10,"""SPLENDOR OF AUTUMN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/445122.jpg"""
S28E11,"""TRANQUIL SEAS""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"https://1209k.com/bobross/images/431621.jpg"""
S28E12,"""MOUNTAIN SERENITY""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/445123.jpg"""
S28E13,"""HOME BEFORE NIGHTFALL""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/445124.jpg"""
S29E01,"""ISLAND IN THE WILDERNESS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/431622.jpg"""
S29E02,"""AUTUMN OVAL""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/445114.jpg"""
S29E03,"""SEASONAL PROGRESSION""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/489051.jpg"""
S29E04,"""LIGHT AT THE SUMMIT""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/489061.jpg"""
S29E05,"""COUNTRYSIDE BARN""",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/431623.jpg"""
S29E06,"""MOUNTAIN LAKE FALLS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/431624.jpg"""
S29E07,"""CYPRESS CREEK""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/431625.jpg"""
S29E08,"""TRAPPER'S CABIN""",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/489071.jpg"""
S29E09,"""STORM ON THE HORIZON""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/489081.jpg"""
S29E10,"""POT 'O POSIES""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/489091.jpg"""
S29E11,"""PERFECT WINTER'S DAY""",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/489101.jpg"""
S29E12,"""AURORA'S DANCE""",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/489111.jpg"""
S29E13,"""THE WOODMAN'S RETREAT""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/489121.jpg"""
S30E01,"""BABBLING BROOK""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/489131.jpg"""
S30E02,"""WOODGRAIN VIEW""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/489141.jpg"""
S30E03,"""WINTER'S PEACE""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488651.jpg"""
S30E04,"""WILDERNESS TRAIL""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488661.jpg"""
S30E05,"""COPPER WINTER""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488671.jpg"""
S30E06,"""MISTY FOOTHILLS""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488681.jpg"""
S30E07,"""THROUGH THE WINDOW""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488691.jpg"""
S30E08,"""HOME IN THE VALLEY""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488701.jpg"""
S30E09,"""MOUNTAINS OF GRACE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488711.jpg"""
S30E10,"""SEASIDE HARMONY""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/488721.jpg"""
S30E11,"""COLD SPRING DAY""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488731.jpg"""
S30E12,"""EVENING'S GLOW""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/488741.jpg"""
S30E13,"""BLUE RIDGE FALLS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488751.jpg"""
S31E01,"""REFLECTIONS OF CALM""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488761.jpg"""
S31E02,"""BEFORE THE SNOWFALL""",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488771.jpg"""
S31E03,"""WINDING STREAM""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488791.jpg"""
S31E04,"""TRANQUILITY COVE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488801.jpg"""
S31E05,"""CABIN IN THE HOLLOW""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488811.jpg"""
S31E06,"""VIEW FROM CLEAR CREEK""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488821.jpg"""
S31E07,"""BRIDGE TO AUTUMN""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488831.jpg"""
S31E08,"""TRAIL'S END""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488841.jpg"""
S31E09,"""EVERGREEN VALLEY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488851.jpg"""
S31E10,"""BALMY BEACH""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/488861.jpg"""
S31E11,"""LAKE AT THE RIDGE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488871.jpg"""
S31E12,"""IN THE MIDST OF WINTER""",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488881.jpg"""
S31E13,"""WILDERNESS DAY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488891.jpg"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://1209k.com/bobross/images/488901.jpg"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://1209k.com/bobross/images/488911.jpg"""
